# LAMMPS data file written by OVITO Basic 3.8.0

192 atoms
3 atom types

-1.42866539 10.00065773 xlo xhi
-2.4745210425 7.4235631275 ylo yhi
0.0 14.06156851 zlo zhi
-5.71466156 0.0 0.0 xy xz yz

Masses

1 6.941  # Li+
2 58.6934  # Ni3+
3 15.9994  # O2-

Atoms  # atomic

1 1 -1.42866539 -2.4745210425 0.0
2 1 1.4286653638e-08 -1.6496807032 4.6871894565
3 1 -1.4286654043 -0.8248403392 9.3743790535
4 2 -1.4286654043 -0.8248403392 2.3435947985
5 2 -1.42866539 -2.4745210425 7.030784255
6 2 1.4286653638e-08 -1.6496807032 11.7179737115
7 3 1.4286653638e-08 -1.6496807032 1.2985764306
8 3 -1.42866539 -2.4745210425 3.3886130258
9 3 -1.4286654043 -0.8248403392 5.9857660277
10 3 1.4286653638e-08 -1.6496807032 8.0758024823
11 3 -1.42866539 -2.4745210425 10.6729554842
12 3 -1.4286654043 -0.8248403392 12.7629920794
13 1 -2.85733078 0.0 0.0
14 1 -1.4286653757 0.8248403392 4.6871894565
15 1 -2.8573307943 1.6496807032 9.3743790535
16 2 -2.8573307943 1.6496807032 2.3435947985
17 2 -2.85733078 0.0 7.030784255
18 2 -1.4286653757 0.8248403392 11.7179737115
19 3 -1.4286653757 0.8248403392 1.2985764306
20 3 -2.85733078 0.0 3.3886130258
21 3 -2.8573307943 1.6496807032 5.9857660277
22 3 -1.4286653757 0.8248403392 8.0758024823
23 3 -2.85733078 0.0 10.6729554842
24 3 -2.8573307943 1.6496807032 12.7629920794
25 1 -4.28599617 2.4745210425 0.0
26 1 -2.8573307657 3.2993613817 4.6871894565
27 1 -4.2859961843 4.1242017457 9.3743790535
28 2 -4.2859961843 4.1242017457 2.3435947985
29 2 -4.28599617 2.4745210425 7.030784255
30 2 -2.8573307657 3.2993613817 11.7179737115
31 3 -2.8573307657 3.2993613817 1.2985764306
32 3 -4.28599617 2.4745210425 3.3886130258
33 3 -4.2859961843 4.1242017457 5.9857660277
34 3 -2.8573307657 3.2993613817 8.0758024823
35 3 -4.28599617 2.4745210425 10.6729554842
36 3 -4.2859961843 4.1242017457 12.7629920794
37 1 -5.71466156 4.949042085 0.0
38 1 -4.2859961557 5.7738824242 4.6871894565
39 1 -5.7146615743 6.5987227882 9.3743790535
40 2 -5.7146615743 6.5987227882 2.3435947985
41 2 -5.71466156 4.949042085 7.030784255
42 2 -4.2859961557 5.7738824242 11.7179737115
43 3 -4.2859961557 5.7738824242 1.2985764306
44 3 -5.71466156 4.949042085 3.3886130258
45 3 -5.7146615743 6.5987227882 5.9857660277
46 3 -4.2859961557 5.7738824242 8.0758024823
47 3 -5.71466156 4.949042085 10.6729554842
48 3 -5.7146615743 6.5987227882 12.7629920794
49 1 1.42866539 -2.4745210425 0.0
50 1 2.8573307943 -1.6496807032 4.6871894565
51 1 1.4286653757 -0.8248403392 9.3743790535
52 2 1.4286653757 -0.8248403392 2.3435947985
