#  step      rmse_trn    rmse_e_trn    rmse_f_trn         lr
 229600      8.58e-02      1.66e-04      4.34e-02    2.9e-06
 229700      8.60e-02      1.33e-04      4.35e-02    2.9e-06
 229800      8.54e-02      1.92e-04      4.32e-02    2.9e-06
 229900      7.37e-02      2.01e-04      3.72e-02    2.9e-06
 230000      9.07e-02      4.38e-04      4.60e-02    2.7e-06
 230100      7.17e-02      3.73e-04      3.63e-02    2.7e-06
 230200      7.37e-02      2.92e-04      3.78e-02    2.7e-06
 230300      7.79e-02      2.39e-04      4.00e-02    2.7e-06
 230400      8.23e-02      3.62e-04      4.21e-02    2.7e-06
 230500      7.66e-02      1.49e-04      3.95e-02    2.7e-06
 230600      9.93e-02      1.50e-04      5.12e-02    2.7e-06
 230700      8.29e-02      3.65e-04      4.24e-02    2.7e-06
 230800      9.40e-02      2.85e-04      4.82e-02    2.7e-06
 230900      8.66e-02      2.89e-04      4.44e-02    2.7e-06
 231000      8.30e-02      2.03e-04      4.27e-02    2.7e-06
 231100      7.59e-02      2.31e-04      3.90e-02    2.7e-06
 231200      8.03e-02      1.04e-04      4.14e-02    2.7e-06
 231300      7.63e-02      7.23e-05      3.94e-02    2.7e-06
 231400      7.95e-02      2.45e-04      4.09e-02    2.7e-06
 231500      8.76e-02      2.09e-04      4.51e-02    2.7e-06
 231600      7.77e-02      3.79e-04      3.95e-02    2.7e-06
 231700      1.04e-01      3.94e-04      5.30e-02    2.7e-06
 231800      8.09e-02      5.01e-04      4.06e-02    2.7e-06
 231900      9.14e-02      4.54e-04      4.63e-02    2.7e-06
 232000      9.49e-02      3.74e-04      4.96e-02    2.6e-06
 232100      7.63e-02      1.63e-04      4.00e-02    2.6e-06
 232200      7.10e-02      2.60e-04      3.70e-02    2.6e-06
 232300      8.23e-02      8.44e-04      4.10e-02    2.6e-06
 232400      7.52e-02      2.98e-04      3.91e-02    2.6e-06
 232500      9.97e-02      2.61e-04      5.22e-02    2.6e-06
 232600      1.03e-01      4.18e-03      5.26e-02    2.6e-06
 232700      7.82e-02      3.88e-04      4.04e-02    2.6e-06
 232800      9.27e-02      2.82e-04      4.85e-02    2.6e-06
 232900      8.20e-02      1.77e-04      4.30e-02    2.6e-06
 233000      8.73e-02      1.30e-04      4.59e-02    2.6e-06
 233100      8.05e-02      2.58e-04      4.20e-02    2.6e-06
 233200      7.76e-02      3.46e-04      4.03e-02    2.6e-06
 233300      8.04e-02      5.86e-04      4.06e-02    2.6e-06
 233400      8.54e-02      1.60e-04      4.49e-02    2.6e-06
 233500      8.26e-02      4.07e-04      4.27e-02    2.6e-06
 233600      7.35e-02      3.38e-04      3.81e-02    2.6e-06
 233700      8.43e-02      5.63e-04      4.34e-02    2.6e-06
 233800      7.49e-02      2.35e-04      3.92e-02    2.6e-06
 233900      7.04e-02      3.25e-04      3.65e-02    2.6e-06
 234000      8.81e-02      1.28e-04      4.72e-02    2.5e-06
 234100      7.76e-02      2.06e-04      4.14e-02    2.5e-06
 234200      8.62e-02      2.81e-04      4.59e-02    2.5e-06
 234300      8.89e-02      3.69e-04      4.71e-02    2.5e-06
 234400      7.26e-02      3.31e-04      3.83e-02    2.5e-06
 234500      7.94e-02      4.49e-04      4.15e-02    2.5e-06
 234600      8.78e-02      4.44e-04      4.62e-02    2.5e-06
 234700      8.80e-02      7.61e-05      4.72e-02    2.5e-06
 234800      8.61e-02      5.23e-04      4.49e-02    2.5e-06
 234900      8.50e-02      3.68e-05      4.56e-02    2.5e-06
 235000      6.96e-02      3.34e-04      3.67e-02    2.5e-06
 235100      7.35e-02      2.70e-04      3.90e-02    2.5e-06
 235200      6.97e-02      3.93e-04      3.64e-02    2.5e-06
 235300      1.05e-01      4.13e-04      5.57e-02    2.5e-06
 235400      7.86e-02      4.87e-04      4.14e-02    2.5e-06
 235500      6.60e-02      1.38e-04      3.53e-02    2.5e-06
 235600      9.22e-02      2.06e-04      4.93e-02    2.5e-06
 235700      9.00e-02      4.69e-04      4.73e-02    2.5e-06
 235800      9.60e-02      3.24e-04      5.10e-02    2.5e-06
 235900      9.17e-02      2.01e-04      4.90e-02    2.5e-06
 236000      9.55e-02      1.67e-04      5.21e-02    2.4e-06
 236100      7.42e-02      2.12e-04      4.03e-02    2.4e-06
 236200      5.51e-02      2.83e-03      2.85e-02    2.4e-06
 236300      7.46e-02      2.39e-04      4.04e-02    2.4e-06
 236400      8.09e-02      2.06e-04      4.40e-02    2.4e-06
 236500      7.06e-02      2.67e-04      3.82e-02    2.4e-06
 236600      7.31e-02      5.95e-04      3.86e-02    2.4e-06
 236700      8.19e-02      3.16e-04      4.42e-02    2.4e-06
 236800      7.68e-02      3.46e-04      4.13e-02    2.4e-06
 236900      7.97e-02      2.46e-04      4.32e-02    2.4e-06
 237000      7.43e-02      3.44e-04      3.99e-02    2.4e-06
 237100      8.49e-02      5.27e-04      4.50e-02    2.4e-06
 237200      7.19e-02      2.25e-04      3.90e-02    2.4e-06
 237300      7.82e-02      3.35e-04      4.21e-02    2.4e-06
 237400      8.28e-02      5.02e-04      4.39e-02    2.4e-06
 237500      7.54e-02      4.79e-04      3.99e-02    2.4e-06
 237600      8.09e-02      3.52e-04      4.36e-02    2.4e-06
 237700      7.53e-02      4.30e-05      4.11e-02    2.4e-06
 237800      7.43e-02      4.35e-04      3.95e-02    2.4e-06
 237900      7.34e-02      3.56e-05      4.01e-02    2.4e-06
 238000      6.98e-02      3.12e-05      3.88e-02    2.2e-06
 238100      1.06e-01      3.55e-04      5.85e-02    2.2e-06
 238200      7.90e-02      3.48e-04      4.33e-02    2.2e-06
 238300      7.60e-02      3.58e-04      4.15e-02    2.2e-06
 238400      7.83e-02      5.86e-04      4.17e-02    2.2e-06
 238500      7.23e-02      1.87e-04      4.00e-02    2.2e-06
 238600      7.58e-02      6.31e-05      4.21e-02    2.2e-06
 238700      8.18e-02      1.01e-04      4.54e-02    2.2e-06
 238800      7.35e-02      2.74e-04      4.06e-02    2.2e-06
 238900      9.28e-02      4.41e-04      5.07e-02    2.2e-06
 239000      8.50e-02      2.58e-04      4.69e-02    2.2e-06
 239100      7.18e-02      2.96e-04      3.94e-02    2.2e-06
 239200      7.97e-02      9.48e-06      4.43e-02    2.2e-06
 239300      6.93e-02      2.26e-04      3.82e-02    2.2e-06
 239400      7.97e-02      3.20e-04      4.38e-02    2.2e-06
 239500      5.15e-02      8.31e-04      2.85e-02    2.2e-06
 239600      9.20e-02      3.10e-04      5.07e-02    2.2e-06
 239700      8.46e-02      7.01e-04      4.45e-02    2.2e-06
 239800      7.47e-02      1.31e-04      4.14e-02    2.2e-06
 239900      8.11e-02      1.48e-04      4.50e-02    2.2e-06
 240000      8.47e-02      2.49e-04      4.76e-02    2.1e-06
 240100      7.24e-02      1.14e-04      4.09e-02    2.1e-06
 240200      7.11e-02      5.23e-04      3.86e-02    2.1e-06
 240300      7.16e-02      8.40e-05      4.05e-02    2.1e-06
 240400      3.40e-02      5.63e-04      1.91e-02    2.1e-06
 240500      7.92e-02      6.71e-05      4.48e-02    2.1e-06
 240600      8.00e-02      3.97e-04      4.44e-02    2.1e-06
 240700      7.85e-02      1.46e-04      4.43e-02    2.1e-06
 240800      1.05e-01      3.77e-04      5.87e-02    2.1e-06
 240900      7.14e-02      2.93e-04      3.99e-02    2.1e-06
 241000      8.03e-02      2.06e-04      4.52e-02    2.1e-06
 241100      9.61e-02      1.50e-04      5.43e-02    2.1e-06
 241200      7.11e-02      2.56e-04      3.98e-02    2.1e-06
 241300      6.53e-02      1.46e-04      3.68e-02    2.1e-06
 241400      6.83e-02      2.67e-04      3.82e-02    2.1e-06
 241500      8.31e-02      1.75e-04      4.69e-02    2.1e-06
 241600      7.23e-02      4.16e-04      3.99e-02    2.1e-06
 241700      7.00e-02      9.82e-05      3.96e-02    2.1e-06
 241800      9.02e-02      4.31e-04      5.01e-02    2.1e-06
 241900      5.10e-02      2.04e-03      2.79e-02    2.1e-06
 242000      8.23e-02      2.65e-04      4.70e-02    2.0e-06
 242100      7.29e-02      1.92e-04      4.18e-02    2.0e-06
 242200      8.03e-02      2.29e-04      4.60e-02    2.0e-06
 242300      6.91e-02      1.24e-04      3.97e-02    2.0e-06
 242400      7.61e-02      3.50e-04      4.31e-02    2.0e-06
 242500      7.62e-02      1.50e-04      4.38e-02    2.0e-06
 242600      6.98e-02      1.62e-04      4.01e-02    2.0e-06
 242700      7.08e-02      8.33e-05      4.07e-02    2.0e-06
 242800      7.84e-02      4.88e-04      4.38e-02    2.0e-06
 242900      7.99e-02      6.03e-04      4.40e-02    2.0e-06
 243000      7.47e-02      2.69e-04      4.26e-02    2.0e-06
 243100      7.53e-02      8.79e-06      4.34e-02    2.0e-06
 243200      6.76e-02      2.82e-04      3.84e-02    2.0e-06
 243300      7.99e-02      4.84e-04      4.51e-02    2.0e-06
 243400      9.53e-02      4.62e-04      5.39e-02    2.0e-06
 243500      7.33e-02      4.78e-04      4.13e-02    2.0e-06
 243600      6.70e-02      2.54e-04      3.81e-02    2.0e-06
 243700      3.10e-02      1.39e-03      1.71e-02    2.0e-06
 243800      6.84e-02      8.32e-05      3.93e-02    2.0e-06
 243900      6.83e-02      1.40e-04      3.92e-02    2.0e-06
 244000      7.66e-02      6.41e-04      4.24e-02    1.9e-06
 244100      7.82e-02      2.56e-04      4.54e-02    1.9e-06
 244200      7.75e-02      1.25e-04      4.53e-02    1.9e-06
 244300      8.71e-02      5.43e-05      5.10e-02    1.9e-06
 244400      7.18e-02      4.10e-04      4.14e-02    1.9e-06
 244500      7.84e-02      4.65e-04      4.46e-02    1.9e-06
 244600      7.31e-02      4.81e-04      4.14e-02    1.9e-06
 244700      7.03e-02      4.48e-04      3.99e-02    1.9e-06
 244800      6.95e-02      3.86e-04      3.97e-02    1.9e-06
 244900      7.16e-02      1.92e-04      4.17e-02    1.9e-06
 245000      7.48e-02      3.34e-04      4.31e-02    1.9e-06
 245100      6.94e-02      2.78e-04      4.03e-02    1.9e-06
 245200      7.10e-02      6.17e-05      4.16e-02    1.9e-06
 245300      8.07e-02      2.27e-04      4.71e-02    1.9e-06
 245400      7.72e-02      2.99e-04      4.47e-02    1.9e-06
 245500      8.18e-02      2.41e-04      4.76e-02    1.9e-06
 245600      9.13e-02      3.05e-03      5.23e-02    1.9e-06
 245700      7.25e-02      2.82e-04      4.20e-02    1.9e-06
 245800      7.25e-02      2.51e-04      4.21e-02    1.9e-06
 245900      6.84e-02      2.28e-04      3.97e-02    1.9e-06
 246000      7.79e-02      2.68e-04      4.59e-02    1.8e-06
 246100      6.19e-02      5.92e-05      3.68e-02    1.8e-06
 246200      7.17e-02      1.06e-04      4.26e-02    1.8e-06
 246300      6.90e-02      1.14e-04      4.10e-02    1.8e-06
 246400      9.08e-02      2.82e-04      5.37e-02    1.8e-06
 246500      8.25e-02      2.15e-04      4.89e-02    1.8e-06
 246600      6.88e-02      3.06e-04      4.06e-02    1.8e-06
 246700      6.95e-02      6.30e-04      3.96e-02    1.8e-06
 246800      6.65e-02      1.15e-04      3.95e-02    1.8e-06
 246900      6.32e-02      1.09e-04      3.75e-02    1.8e-06
 247000      6.62e-02      4.84e-04      3.78e-02    1.8e-06
 247100      6.74e-02      6.89e-04      3.80e-02    1.8e-06
 247200      7.74e-02      5.79e-04      4.41e-02    1.8e-06
 247300      7.66e-02      2.13e-04      4.55e-02    1.8e-06
 247400      6.42e-02      1.34e-04      3.81e-02    1.8e-06
 247500      7.53e-02      5.57e-04      4.29e-02    1.8e-06
 247600      8.53e-02      2.62e-04      5.04e-02    1.8e-06
 247700      9.48e-02      6.02e-04      5.47e-02    1.8e-06
 247800      7.61e-02      5.91e-04      4.32e-02    1.8e-06
 247900      8.07e-02      1.76e-04      4.79e-02    1.8e-06
 248000      7.94e-02      5.06e-05      4.80e-02    1.7e-06
 248100      6.59e-02      2.33e-03      3.89e-02    1.7e-06
 248200      6.46e-02      3.65e-04      3.82e-02    1.7e-06
 248300      9.98e-02      8.74e-04      5.68e-02    1.7e-06
 248400      6.96e-02      1.54e-04      4.20e-02    1.7e-06
 248500      6.82e-02      4.44e-04      4.04e-02    1.7e-06
 248600      7.38e-02      9.90e-05      4.46e-02    1.7e-06
 248700      6.92e-02      1.97e-04      4.17e-02    1.7e-06
 248800      7.13e-02      2.25e-04      4.28e-02    1.7e-06
 248900      6.95e-02      2.98e-04      4.15e-02    1.7e-06
 249000      7.73e-02      5.94e-04      4.54e-02    1.7e-06
 249100      7.07e-02      3.55e-04      4.20e-02    1.7e-06
 249200      6.93e-02      4.99e-04      4.02e-02    1.7e-06
 249300      7.29e-02      3.59e-04      4.33e-02    1.7e-06
 249400      6.27e-02      1.99e-04      3.76e-02    1.7e-06
 249500      5.95e-02      2.20e-04      3.56e-02    1.7e-06
 249600      6.65e-02      2.27e-04      3.99e-02    1.7e-06
 249700      6.96e-02      2.80e-04      4.16e-02    1.7e-06
 249800      7.08e-02      8.87e-05      4.28e-02    1.7e-06
 249900      8.92e-02      3.34e-04      5.34e-02    1.7e-06
 250000      7.62e-02      2.05e-04      4.66e-02    1.6e-06
 250100      6.29e-02      2.94e-04      3.80e-02    1.6e-06
 250200      6.80e-02      4.07e-04      4.07e-02    1.6e-06
 250300      7.47e-02      3.08e-04      4.54e-02    1.6e-06
 250400      7.36e-02      2.33e-04      4.50e-02    1.6e-06
 250500      7.84e-02      2.75e-04      4.78e-02    1.6e-06
 250600      3.21e-02      3.17e-04      1.97e-02    1.6e-06
 250700      6.14e-02      1.44e-04      3.76e-02    1.6e-06
 250800      6.23e-02      1.90e-04      3.81e-02    1.6e-06
 250900      6.70e-02      3.91e-04      4.01e-02    1.6e-06
 251000      6.90e-02      2.69e-04      4.19e-02    1.6e-06
 251100      7.36e-02      1.65e-04      4.51e-02    1.6e-06
 251200      8.30e-02      3.78e-04      5.02e-02    1.6e-06
 251300      7.36e-02      3.57e-04      4.47e-02    1.6e-06
 251400      7.05e-02      8.90e-05      4.33e-02    1.6e-06
 251500      3.37e-02      5.28e-04      2.06e-02    1.6e-06
 251600      6.41e-02      1.39e-04      3.93e-02    1.6e-06
 251700      3.47e-02      2.87e-03      1.82e-02    1.6e-06
 251800      7.17e-02      1.45e-04      4.40e-02    1.6e-06
 251900      6.81e-02      2.91e-04      4.13e-02    1.6e-06
 252000      6.23e-02      6.13e-05      3.89e-02    1.6e-06
 252100      6.89e-02      1.09e-04      4.30e-02    1.6e-06
 252200      6.15e-02      1.97e-04      3.81e-02    1.6e-06
 252300      8.99e-02      3.97e-04      5.54e-02    1.6e-06
 252400      7.11e-02      2.37e-05      4.44e-02    1.6e-06
 252500      6.43e-02      2.15e-04      3.98e-02    1.6e-06
 252600      6.67e-02      3.02e-04      4.13e-02    1.6e-06
 252700      6.19e-02      2.13e-04      3.83e-02    1.6e-06
 252800      6.31e-02      1.67e-04      3.92e-02    1.6e-06
 252900      3.53e-02      7.92e-04      2.18e-02    1.6e-06
 253000      2.73e-02      2.42e-03      1.42e-02    1.6e-06
 253100      6.71e-02      2.32e-04      4.17e-02    1.6e-06
 253200      7.37e-02      1.64e-04      4.59e-02    1.6e-06
 253300      6.90e-02      8.41e-05      4.31e-02    1.6e-06
 253400      6.49e-02      1.52e-04      4.04e-02    1.6e-06
 253500      7.23e-02      1.83e-04      4.50e-02    1.6e-06
 253600      8.71e-02      2.93e-04      5.40e-02    1.6e-06
 253700      7.15e-02      5.75e-05      4.46e-02    1.6e-06
 253800      7.30e-02      1.43e-04      4.55e-02    1.6e-06
 253900      7.91e-02      4.67e-04      4.81e-02    1.6e-06
 254000      6.21e-02      3.02e-04      3.87e-02    1.5e-06
 254100      8.43e-02      1.13e-04      5.34e-02    1.5e-06
 254200      7.06e-02      2.75e-04      4.43e-02    1.5e-06
 254300      6.23e-02      2.57e-04      3.92e-02    1.5e-06
 254400      7.30e-02      6.26e-04      4.36e-02    1.5e-06
 254500      5.55e-02      7.66e-04      3.51e-02    1.5e-06
 254600      6.30e-02      2.55e-04      3.94e-02    1.5e-06
 254700      6.01e-02      2.75e-04      3.78e-02    1.5e-06
 254800      7.00e-02      4.16e-04      4.36e-02    1.5e-06
 254900      7.61e-02      4.18e-04      4.71e-02    1.5e-06
 255000      5.84e-02      3.27e-04      3.62e-02    1.5e-06
 255100      7.68e-02      4.20e-04      4.76e-02    1.5e-06
 255200      7.26e-02      2.54e-04      4.57e-02    1.5e-06
 255300      7.33e-02      3.50e-04      4.60e-02    1.5e-06
 255400      6.23e-02      2.28e-04      3.93e-02    1.5e-06
 255500      6.16e-02      4.09e-04      3.78e-02    1.5e-06
 255600      6.87e-02      2.97e-04      4.30e-02    1.5e-06
 255700      7.01e-02      1.79e-04      4.43e-02    1.5e-06
 255800      7.26e-02      1.82e-04      4.59e-02    1.5e-06
 255900      6.00e-02      1.16e-04      3.80e-02    1.5e-06
 256000      6.77e-02      7.61e-05      4.36e-02    1.4e-06
 256100      5.52e-02      4.15e-04      3.40e-02    1.4e-06
 256200      6.59e-02      2.93e-04      4.18e-02    1.4e-06
 256300      8.12e-02      3.84e-04      5.14e-02    1.4e-06
 256400      6.06e-02      3.54e-04      3.80e-02    1.4e-06
 256500      5.01e-02      1.21e-03      3.19e-02    1.4e-06
 256600      6.91e-02      4.15e-04      4.33e-02    1.4e-06
 256700      7.72e-02      4.10e-04      4.86e-02    1.4e-06
 256800      6.65e-02      1.23e-04      4.27e-02    1.4e-06
 256900      6.40e-02      1.77e-04      4.10e-02    1.4e-06
 257000      6.83e-02      2.16e-04      4.37e-02    1.4e-06
 257100      7.14e-02      1.16e-04      4.59e-02    1.4e-06
 257200      6.18e-02      3.21e-04      3.90e-02    1.4e-06
 257300      6.31e-02      2.05e-04      4.03e-02    1.4e-06
 257400      5.92e-02      2.03e-05      3.82e-02    1.4e-06
 257500      7.13e-02      2.82e-04      4.56e-02    1.4e-06
 257600      7.60e-02      1.87e-04      4.87e-02    1.4e-06
 257700      6.95e-02      2.74e-04      4.43e-02    1.4e-06
 257800      6.82e-02      1.96e-04      4.36e-02    1.4e-06
 257900      7.45e-02      3.62e-04      4.71e-02    1.4e-06
 258000      6.27e-02      4.35e-04      3.95e-02    1.3e-06
 258100      6.45e-02      2.35e-04      4.17e-02    1.3e-06
 258200      7.61e-02      8.25e-04      4.50e-02    1.3e-06
 258300      7.59e-02      3.48e-04      4.88e-02    1.3e-06
 258400      7.27e-02      3.76e-04      4.66e-02    1.3e-06
 258500      5.98e-02      1.03e-04      3.90e-02    1.3e-06
 258600      6.62e-02      7.33e-05      4.32e-02    1.3e-06
 258700      9.39e-02      3.68e-04      6.07e-02    1.3e-06
 258800      6.05e-02      2.95e-04      3.88e-02    1.3e-06
 258900      6.03e-02      3.03e-04      3.87e-02    1.3e-06
 259000      7.67e-02      4.12e-04      4.91e-02    1.3e-06
 259100      7.15e-02      4.28e-04      4.55e-02    1.3e-06
 259200      7.21e-02      4.39e-04      4.58e-02    1.3e-06
 259300      8.18e-02      2.00e-04      5.33e-02    1.3e-06
 259400      6.74e-02      1.96e-04      4.38e-02    1.3e-06
 259500      5.53e-02      8.61e-05      3.61e-02    1.3e-06
 259600      8.48e-02      2.79e-04      5.50e-02    1.3e-06
 259700      8.59e-02      1.33e-04      5.61e-02    1.3e-06
